file_id,page,line,original_text,categ,quality_score,model_category,model_keywords_cs,candidate_terms,gold_category,gold_keywords_cs,annotator_note
CTX193001369,4,13,"šikmeným okrajem, při němž sedí tunelovité ucho.-Rozměry : pr.okraje - 33",Clear,0.8485,,,,,,
CTX193001369,4,14,"337mm, pr. dna - 105mm,y -167mm: ■ Mísa jest na vnitřní ""straně červená,",Clear,0.8,,,mísa,,,
CTX193001369,4,15,na vnější straně .oranžová se šedožlutými skvrnami. ‘,Clear,0.9014,,,,,,
CTX193001369,4,16,"Tb.III.,4. č. neg, 427. . . "" /",Trash,0.3702,,,,,,
CTX193001369,4,17,"Pazourkový úlomek ""se stopami sekundární .retuše při zakulaceném konci.",Clear,0.9347,,,,,,
CTX193001369,4,18,"D - 40mm; Tb . IV.,5. 3. neg. 423.",Trash,0.386,,,,,,
CTX193001369,4,19,"Pazourkový úlomek plochý,",Clear,0.9443,,,,,,
CTX193001369,4,20,dl.,Non-text,0.0,,,,,,
CTX193001369,4,21,"34mm.. Tb.III.,6; Č. neg.423.",Trash,0.3486,,,,,,
CTX193001369,4,22,Vykopal p. Ševčík.- viz č,Noisy,0.725,,,,,,
CTX193001369,4,23,j •,Non-text,0.0,,,,,,
CTX193001369,4,24,""" < •""",Non-text,0.0,,,,,,
CTX193001369,4,25,"Hrob 5. Hrob nalezen ve spadlé hlíně, takže poloha kostry a milodaru",Clear,0.919,,,hrob; hlína; kostra,,,
CTX193001369,4,26,jest neznáma. Zachována byla paze třetina,Clear,0.9573,,,,,,
CTX193001369,4,27,"zvoncového poháru s trojúhelníčkovou vtlacovanou výzdobou, uspořádanou",Clear,0.9778,,,pohár,,,
CTX193001369,4,28,"ve vodorovných pruzích. Povrch jest šedočerný, mírně lesklý. Rozměry;",Clear,0.957,,,povrch,,,
CTX193001369,4,29,"v- 115mm,pr. ' okraje - ?4 pr. dna - ?",Trash,0.4674,,,,,,
CTX193001369,4,30,"Tb. V ; VI.,5. .neg,428. •",Trash,0.3548,,,,,,
CTX193001369,4,31,"Získal p. Ševčík, viz 3,3, 560/ 29. OAlda w.Juout 27- 7*",Trash,0.6475,,,,,,
CTX193001369,4,32,": . 1 ©,2.437/30",Trash,0.2672,,,,,,
CTX193001369,4,33,J . lAct as PzoleXle) -,Trash,0.3789,,,as,,,
CTX193001369,4,34,"H r o b TI. Kostra spočívala vo skrčené ploze na levém bozu, hlavou k",Clear,0.8193,,,kostra,,,
CTX193001369,4,35,"východu, nohami k západu. U nohou kostry ležel hrnek se- čtyřmi- oušky a",Clear,0.9225,,,kostra,,,
CTX193001369,4,36,tři pazourkové šipky. Hrob byl i s milodary v původní poloze vyzvednut a,Clear,0.9783,,,šipka; hrob,,,
CTX193001369,4,37,odvezen do Národního musea. 3.neg. 457-460. Tb.XVI .,Noisy,0.7697,,,,,,
CTX193001369,5,1,"/Nádobka se čtyřmi uchy,z nichž dvě jsou umístěna na nejužším místě",Clear,0.9713,,,,,,
CTX193001369,5,2,"nezřetelně vyznačeného hrdla,",Clear,0.945,,,,,,
CTX193001369,5,3,"Srubá 2 ouška,položená na",Noisy,0.7999,,,,,,
CTX193001369,5,4,ose kolmé,Clear,0.8868,,,,,,
CTX193001369,5,5,w) ■,Non-text,0.0,,,,,,
CTX193001369,5,6,"k ose, procházej ící předešlými",Clear,0.9523,,,,,,
CTX193001369,5,7,jsou na největším objemu,Clear,0.9774,,,,,,
CTX193001369,5,8,hrubo dvoj-,Clear,0.8854,,,,,,
CTX193001369,5,9,"konického spodku nádoby. Povrch drsný, šedavé žlutý. Rozměry: v -",Clear,0.9066,,,nádoba; povrch,,,
CTX193001369,5,10,pr.brala - mmä pr.dna - mm.,Trash,0.5499,,,,,,
CTX193001369,5,11,"Tb.V1.,1. č.neg.57. ‘ '",Trash,0.2516,,,,,,
CTX193001369,5,12,A,Non-text,0.0,,,,,,
CTX193001369,5,13,"2,4 Pazourková šipka, jemně vyretušovama y , . % .",Noisy,0.6598,,,šipka,,,
CTX193001369,5,14,"— = "" , s bočními stranami kogexně",Trash,0.5499,,,,,,
CTX193001369,5,15,prohnutými a s výrazně naznačenými křidálky. D. - mm.,Clear,0.8277,,,,,,
CTX193001369,5,16,"Tb.VI.,2. č.neg.580.",Trash,0.3461,,,,,,
CTX193001369,5,17,3/ Pazourkovášipka s jemně vypracovaným hrotem a rovně se sbíhají-,Clear,0.9225,,,hrot,,,
CTX193001369,5,18,"čími bočními stranami. D. - mm, š.- mm.",Noisy,0.6634,,,,,,
CTX193001369,5,19,"Tb.Vl. ,3. č.neg.586.",Noisy,0.55,,,,,,
CTX193001369,5,20,"4/ Pazourková široká šipka. D- mm,š.- mm. ' -",Noisy,0.5821,,,šipka,,,
CTX193001369,5,21,"Tb .VI. ,4. č.neg.480.",Noisy,0.55,,,,,,
CTX193001369,5,22,Zprávu o výkopu viz v č.j . 560/39. .,Clear,0.8,,,výkop,,,
CTX193001369,5,23,,Empty,0.0,,,,,,
CTX193001369,5,24,"Hrob VII./ 15.10.1928./ Tento hrob obsahoval žárový pohřeb,vlo-",Clear,0.874,,,hrob,,,
CTX193001369,5,25,• ženy volně vGemi . K pohřbu - podle -velikosti a -množství kostiček -,Clear,0.8114,,,,,,
CTX193001369,5,26,"patrně'dětskému, byly přiloženy 3 nádoby a 6 pazourkových' úlomků.",Clear,0.8646,,,nádoba,,,
CTX193001369,5,27,TÚ. XVII. č.neg.461-464. Hrob vyříznut a přenesen do N.M.,Clear,0.8,,,hrob,,,
CTX193001369,5,28,Nádoba 1. Měkce profilovaný zvoncový pohárek s pěti pruhy pečlivě,Clear,0.946,,,nádoba,,,
CTX193001369,5,29,"provedené vtlačované výzdoby. Okraj široce rozevřen, dno zaobleno.",Clear,0.9573,,,,,,
CTX193001369,5,30,"Rozměry: v - mm, pr.okraje - mm.",Noisy,0.631,,,,,,
CTX193001369,5,31,"Tb.VII.,1,2. č.neg.78. ■ .",Trash,0.3323,,,,,,
CTX193001369,5,32,Nádoba II. Vysoký pohár se slabě rozevřeným hrdlem a s nezřetelným,Clear,0.9517,,,nádoba; pohár,,,
CTX193001369,5,33,"lomem v nojetším objemu, hrubě pracovaný ze šedožluté hlíny. Rozměry",Clear,0.9577,,,lom; hlína,,,
CTX193001369,5,34,": v - mm,pr.hrdla - mm,pr.dna- mm.",Noisy,0.55,,,,,,
CTX193001369,5,35,"Tb.VII.,3. č.neg.579. '",Noisy,0.55,,,,,,
CTX193001369,5,36,Nádoba 3. Štíhlá amforka měkkého profilu/ se dvěma hrubými oušky na,Clear,0.9343,,,nádoba,,,
CTX193001369,5,37,"největším objemu břicha. Rozměry : v - mm, pr.Hrdla - mm, pr.dna",Clear,0.8,,,,,,
CTX193001369,5,38,- mm. .,Non-text,0.0,,,,,,
CTX193001369,5,39,"Tb.VlI.,4. č.neg.578. .",Noisy,0.55,,,,,,
CTX193001369,5,40,"4 - 9. / 6 pazourkových plochých odštěpků bez veškerých stop retuše,",Clear,0.8,,,,,,
CTX193001369,5,41,nepravidelných tvarů. • •,Clear,0.8,,,,,,
CTX193001369,5,42,"\ Tp .VII. ,5-10. č.neg.580.",Noisy,0.55,,,,,,
CTX193001369,5,43,i | z 7,Noisy,0.55,,,,,,
CTX193001369,5,44,'' I Správu o výkopu viz v č.j. 560/29. • *,Noisy,0.6909,,,výkop,,,
CTX193001369,6,1,"Hrob VIII. / 17.X. 1688. / Tento hrob byl značně rozrušen, takže vzbuzoval",Noisy,0.7999,,,hrob,,,
CTX193001369,6,2,"dojem, že již ve starých dobách byl odkryt a znovu zaházen, Z kostry se zachovalo",Clear,0.9547,,,kostra,,,
CTX193001369,6,3,"pouze několik kostí, z milodarů 2 nádoby. Jeden hrnek byl přes noc ukraden,",Clear,0.9366,,,kost; nádoba,,,
CTX193001369,6,4,Č* neg. 465-468. Tb. XVIII • . ■,Trash,0.4782,,,,,,
CTX193001369,6,5,"Mísa polokulovitá s vyznačeným dnem a vodorovně seříznutým, dovnitř silně rozšířeným",Clear,0.9882,,,mísa,,,
CTX193001369,6,6,"krika okrajem. Přímo, u okraje jest na jedné straně lištový výčnělek es",Clear,0.9424,,,,,,
CTX193001369,6,7,šesti mělkými příčnými zářezy. Na protilehlé straně jest podobný širší výčnělek,Clear,0.9851,,,,,,
CTX193001369,6,8,se dvěma vertikálními otvory o průměru 5mm.. Barva mísy je žlutošedá s Černými a,Clear,0.9418,,,mísa,,,
CTX193001369,6,9,"oranžovými skvrnami. Rozměry: pr. oRaje - 350mm, pr. dna - 127mm, v - lOOmm.",Noisy,0.6757,,,,,,
CTX193001369,6,10,Tb.. VIII. č.neg.429.,Noisy,0.55,,,,,,
CTX193001369,6,11,"Hrob VIII. kopal p, Bevsfk - via 6. j.. 560/29, Osuuxowo w.. du",Trash,0.5499,,,hrob,,,
CTX193001369,6,12,. 26-434/30.,Non-text,0.0,,,,,,
CTX193001369,6,13,"H r p b IX. Ärob nalezen ve spadlé zemi, takže poloha milodarů, a kostry nemohla",Noisy,0.7795,,,kostra,,,
CTX193001369,6,14,být i zjištěna.,Clear,0.9438,,,,,,
CTX193001369,6,15,Nádoba ±.. Nezdobený zvoncový pohár se zaobleným lomem na spoaní části. Dno,Clear,0.9226,,,nádoba; pohár; lom,,,
CTX193001369,6,16,"vyznačeno a mírně dovnitř promáčknuto, povrch na nepoškozených místech oranžově",Clear,0.9852,,,povrch,,,
CTX193001369,6,17,"červený, hlazený. Většina povrchu jest však korrodována, barvy šedožluté.",Clear,0.9554,,,povrch,,,
CTX193001369,6,18,"Rozměry : v - 112mm,pr.okraje - 145) pr. dna - 70mm. . .",Noisy,0.5584,,,,,,
CTX193001369,6,19,"T.IX. ,1. č.neg.430.. ' ..",Trash,0.3697,,,,,,
CTX193001369,6,20,Nádoba 2. Měkce profilovaný vysoký džbánek s hrdlem nahoře rozevřeným. Spod- .,Noisy,0.7999,,,nádoba,,,
CTX193001369,6,21,ní 2/3 hrdla jsou překlenuty širokým páskovým uchem. Žlutošedý povrch s tmavšími,Clear,0.9499,,,povrch,,,
CTX193001369,6,22,"skvrnami jest místy slabě vyhlazen. Rozměry : v- 146mm,pr. okraje - 127mm,",Clear,0.8,,,,,,
CTX193001369,6,23,"pr, dda - .57mm. • .",Trash,0.3801,,,,,,
CTX193001369,6,24,"Tb. IX. ,2. č.neg.430. -",Noisy,0.55,,,,,,
CTX193001369,6,25,,Empty,0.0,,,,,,
CTX193001369,6,26,"Nádoba 3. Hrubě pracovaný džbánek s páskovým uchem, měkce profilivaný. Dno",Clear,0.9347,,,nádoba,,,
CTX193001369,6,27,jest uprostřed dovnitř promáčknuto.Povrch šedožlutý s černými skvrnami.Rozměry,Clear,0.9685,,,povrch,,,
CTX193001369,6,28,": v- 87mm, pr. okraje - 57 mm,",Trash,0.4842,,,,,,
CTX193001369,6,29,"Tb, IX. ,3, č.neg. 431. -",Noisy,0.55,,,,,,
CTX193001369,6,30,Nádoba 4. Džbánek hbě pracovaný s páskovým uchem přes hrdlo nezřetelně vy-,Clear,0.9092,,,nádoba,,,
CTX193001369,6,31,•ps — — esemtribe -,Trash,0.4461,,,,,,
CTX193001369,6,32,značené. Dno jest dovnitř promáčknuto. Barva šedožlutá. Rozměry : pr. okraje,Clear,0.8875,,,,,,
CTX193001369,6,33,"-70 a 80 mm, v - 70 mm,",Non-text,0.0,,,,,,
CTX193001369,6,34,"Tb. IX. , 4. Č.neg.431. •",Noisy,0.55,,,,,,
CTX193001369,6,35,"Nádoba 5. Žlutošedá mistička s rovnými stěnami, drsného povrchu.Rozměry :",Noisy,0.7999,,,nádoba; povrch,,,
CTX193001369,6,36,"pr. okraje - 113mm, pr. dna 52mmr v - 43mm. • •",Trash,0.5499,,,,,,
CTX193001369,6,37,"Tb. IX. ,5. č.neg. 431. • ■",Trash,0.3551,,,,,,
CTX193001369,7,1,"Hrob X. . / 30, X. 1928. / V tomto hrobě nalezeno bylo pouze spáleniště",Clear,0.8,,,hrob,,,
CTX193001369,7,2,a na něm v malé jamce spálené lidské kosti. Hrob byl uložen mělko - pouze v,Clear,0.9545,,,kost; hrob,,,
CTX193001369,7,3,hloubce 38 cm. Xoe p. ftvÍL- A 5É0/&S.,Noisy,0.609,,,,,,
CTX193001369,7,4,,Empty,0.0,,,,,,
CTX193001369,7,5,"Hrob XI. POloha kostry a milodarů nemohla být i zjištěna, poněvadž dělníci",Clear,0.9033,,,hrob; kostra,,,
CTX193001369,7,6,sami hrob ze země vybrali.,Clear,0.9171,,,hrob,,,
CTX193001369,7,7,"Nádoba I , Zvoncový pohár s páskovým uchem, vybíhajícím z okraje, se dnem zak",Clear,0.9444,,,nádoba; pohár,,,
CTX193001369,7,8,"kulacemým a uprostřed dovnitř promáčknutým. Povrch jest leštěný, oranžově až",Clear,0.9779,,,povrch,,,
CTX193001369,7,9,"tmavě červený, v někerých místech odřený, špinavě žlutý. Rozměry : v - 115mm, p",Noisy,0.7999,,,,,,
CTX193001369,7,10,"pr. hrdla - 128mm, . . •",Trash,0.4156,,,,,,
CTX193001369,7,11,"Tb. X. ,1. Č. neg. 432. .",Noisy,0.55,,,,,,
CTX193001369,7,12,"Mdoba 2. Džbánek se široce rozevřeným odsazeným hrdlem a páskovým uchem,Dno",Clear,0.9429,,,,,,
CTX193001369,7,13,"jest vyznačeno a dovnitř promáčknuto. Povrch drsný ,šedožlutý s tmavšími skvr •",Clear,0.9164,,,povrch,,,
CTX193001369,7,14,"nami. Rozměry : . v - 87mm, pr. hrdla - ? ,",Trash,0.5499,,,,,,
CTX193001369,7,15,"Tb. X. ,2 • Č, neg. 432,",Trash,0.3483,,,,,,
CTX193001369,7,16,,Empty,0.0,,,,,,
CTX193001369,7,17,* ■ C •,Non-text,0.0,,,,,,
CTX193001369,7,18,", — a &.n *",Non-text,0.0,,,,,,
CTX193001369,7,19,,Empty,0.0,,,,,,
CTX193001369,7,20,"Hrob XII, Poloha kostry a milodarů jest neznáma.",Clear,0.9165,,,hrob; kostra,,,
CTX193001369,7,21,"Nádoba 1. Zvoncový pohár s páskovým uchema a vyznačeným dnem. Povrch drsný ,",Clear,0.9022,,,nádoba; pohár; povrch,,,
CTX193001369,7,22,"žlutavý až šedočerný. Rozměry ; v - 120mm, pr. hrdla 130mm, pr. dna - 60- 64nm.",Noisy,0.7177,,,,,,
CTX193001369,7,23,"Tb. XII. ,1. Č. neg. 433. •",Trash,0.4773,,,,,,
CTX193001369,7,24,Nádoba 2. Nýzký hrneček se Širokým dnem a s páskovým uchem. Barva žlutavá až še,Clear,0.9316,,,nádoba,,,
CTX193001369,7,25,"dočerná, povrch místy hlazený. Rozměry ; v - 80mm, pr. hrdla 92mm, Pr. dna 60mm",Clear,0.8,,,povrch,,,
CTX193001369,7,26,"Tb. XI. ,2. . Č.neg,433.",Noisy,0.55,,,,,,
CTX193001369,7,27,"Nádoba 3, Široký hrnek se zaobleným lomem ve spodní části, s malým dnem a s",Clear,0.951,,,nádoba; lom,,,
CTX193001369,7,28,"pásovým uchem těsně pod okrajem. Povrch disný, barva žlutošedá s Černými skvr-",Clear,0.9572,,,povrch,,,
CTX193001369,7,29,"nemi. Rozbry -» v - 113mm,pr. okraje - 130mm pr. dna. 50mm. ,",Noisy,0.6386,,,,,,
CTX193001369,7,30,"Tb. XI. ,3. č. neg. 434.",Noisy,0.55,,,,,,
CTX193001369,7,31,"Nádoba 4. Baňatý hrneček s páskovým uchem, vedeným přímo od rozevřeného okra-",Clear,0.9423,,,nádoba,,,
CTX193001369,7,32,"tpdsgistim IR . s | ,",Trash,0.5086,,,,,,
CTX193001369,7,33,"je. Dno, které jest velmi slabě vyznačeno, nese kříž z hlubokých prost ych linií",Clear,0.9722,,,,,,
CTX193001369,7,34,"Barva při okraji otanžově šedá, při spodku nádoby temnější* Rozměry : v - 80mm,",Clear,0.8459,,,nádoba,,,
CTX193001369,7,35,"pr. okraje 70mm, rozpětí-kříže 50mm. .",Clear,0.8,,,,,,
CTX193001369,7,36,"Tb. XI. ,4. Č. neg. 434,",Trash,0.4116,,,,,,
CTX193001369,7,37,Nádoba 5 • Štíhlá amforka se dvěm protilehlými uchy při okraji a se zřetelně,Clear,0.9265,,,nádoba,,,
CTX193001369,7,38,"vyznačeným dnem, přes něž se táhne mělká rýha, povrch místy hlazený, černošedý.",Clear,0.9664,,,povrch,,,
CTX193001369,7,39,"Rozměry ; v - 7 5mm , pr. hrdla 62mm, pr.-dna 36 mm.",Noisy,0.5912,,,,,,
CTX193001369,7,40,"Tb. XI. ,5. č.neg. 434. loluwxdaaq- W.—.-vi í, . A3/o",Trash,0.4032,,,,,,
CTX193001369,8,1,"Hrob XIII. Hrob nalezen dělníky ve hloubce 20 - 30 cm , kosti prý nebyly",Clear,0.8407,,,hrob; kost,,,
CTX193001369,8,2,žádné. .,Noisy,0.7364,,,,,,
CTX193001369,8,3,"Nádoba 1. Zvoncový pohár se široce rozevřeným okrajem, s mělkou proláklinou mís",Clear,0.949,,,nádoba; pohár; mísa,,,
CTX193001369,8,4,"místo dna. Povrch drsný, světlečervený s šedočernými skvrnami, Rozměry :v -",Clear,0.9185,,,povrch,,,
CTX193001369,8,5,"103mm, pr. okraje 125 mm. pr. prolákliny 33 mm. Doplněný. Rozměry : v - 103 mm,",Trash,0.5499,,,,,,
CTX193001369,8,6,"pr. okraje - 325mm, pr. prolákliny - 33mm. Ě",Clear,0.8,,,,,,
CTX193001369,8,7,"T.XII, ,1. č.neg.435.",Noisy,0.55,,,,,,
CTX193001369,8,8,"Nádoba 2. Džbánek s vysokým odsazeným hrdlem, jež jest překlenuto páskovým uchem.",Clear,0.9446,,,nádoba,,,
CTX193001369,8,9,"Povrch drsný, žlutošedý. Rozměry ; v - 76 mm, pr. okraje - 60 mm, pr.dna",Clear,0.8,,,povrch,,,
CTX193001369,8,10,36mm. .,Non-text,0.0,,,,,,
CTX193001369,8,11,"Tb. XII. ,2. č.neg.435. Odup-dolr N..** 27/63/3.",Noisy,0.55,,,,,,
CTX193001369,8,12,,Empty,0.0,,,,,,
CTX193001369,8,13,Hrob XIV. Poloha kostry a milodarů neznáma. Hrob obsahoval pouze,Clear,0.9558,,,hrob; kostra,,,
CTX193001369,8,14,"džbánek s prohnutým hrdlem, na němž sedí široké páskové ucho. Na zakulaceném",Clear,0.9769,,,,,,
CTX193001369,8,15,"spodku nádoby jest místo dna okrouhlá proláklina o pr. 38,,. Rozměry : v -",Noisy,0.7967,,,nádoba,,,
CTX193001369,8,16,"103M,pr. okraje - 102mm. Povrch hnědošedý , mírně lesklý. '",Noisy,0.7221,,,povrch,,,
CTX193001369,8,17,"Tb. XIII. ,1. č. neg. 426. J. J. - «~ č• / • /83/10 '",Trash,0.3819,,,,,,
CTX193001369,8,18,,Empty,0.0,,,,,,
CTX193001369,8,19,"Hrob XV, Poloha kostry a milodarů neznáma ., Osahoval pouze střep nezdobeného,",Noisy,0.7999,,,hrob; kostra,,,
CTX193001369,8,20,"zvoncového poháru,",Clear,0.9127,,,pohár,,,
CTX193001369,8,21,"""OAWvola.,- w. J. - 0,n. 40/%0. """,Non-text,0.0,,,,,,
CTX193001369,8,22,,Empty,0.0,,,,,,
CTX193001369,8,23,Lodarv v původní poloze vyzvednut a,Clear,0.9633,,,,,,
CTX193001369,10,1,i,Non-text,0.0,,,,,,
CTX193001369,10,2,,Empty,0.0,,,,,,
CTX193001369,10,3,1,Non-text,0.0,,,,,,
CTX193001369,11,1,NtrcitowííX.,Trash,0.1346,,,,,,
CTX193001369,11,2,PB . MehiA,Trash,0.2571,,,,,,
CTX193001369,11,3,6B.,Non-text,0.0,,,,,,
CTX193001369,11,4,,Empty,0.0,,,,,,
CTX193001369,11,5,z.62.1369/o,Non-text,0.0,,,,,,
CTX193001369,11,6,,Empty,0.0,,,,,,
CTX193001369,11,7,"Grál L, ^kclettarai.",Trash,0.4566,,,,,,
CTX193001369,11,8,,Empty,0.0,,,,,,
CTX193001369,11,9,"Neraovice. ( Brandvs ""/L.) . Mrob W., kostrovv . —",Trash,0.5499,,,,,,
CTX193001369,12,1,z.6Z. 1369/0,Non-text,0.0,,,,,,
CTX193001369,12,2,z.6Z. 1369/0,Non-text,0.0,,,,,,
CTX193001369,12,3,,Empty,0.0,,,,,,
CTX193001369,12,4,"Grad t, 5e2e497ad- •",Trash,0.5225,,,,,,
CTX193001369,12,5,,Empty,0.0,,,,,,
CTX193001369,12,6,Neratovice . C Bran d.Aj$ n/.). Hrob E.z Rostrovu,Trash,0.5976,,,hrob,,,
CTX193001369,13,1,PB,Non-text,0.0,,,,,,
CTX193001369,13,2,6B,Trash,0.2483,,,,,,
CTX193001369,13,3,,Empty,0.0,,,,,,
CTX193001369,13,4,Neratovice.(Brandys */*.). Hrob .kos*-.,Trash,0.5062,,,hrob,,,
CTX193001369,14,1,P8.MeZnzk,Trash,0.2083,,,,,,
CTX193001369,14,2,,Empty,0.0,,,,,,
CTX193001369,14,3,Nerotovice . (Bramos,Trash,0.5499,,,,,,
CTX193001369,14,4,"/z.), Ayob V., kostrovy",Trash,0.5499,,,,,,
CTX193001369,15,1,b/eralowýřt_,Trash,0.1423,,,,,,
CTX193001369,15,2,Pg. M/ník,Noisy,0.6549,,,,,,
CTX193001369,15,3,e B - -,Non-text,0.0,,,,,,
CTX193001369,15,4,,Empty,0.0,,,,,,
CTX193001369,15,5,Z. 62. 15Í9ÄP,Non-text,0.0,,,,,,
CTX193001369,15,6,,Empty,0.0,,,,,,
CTX193001369,15,7,Z. 62. 15Í9ÄP,Non-text,0.0,,,,,,
CTX193001369,15,8,,Empty,0.0,,,,,,
CTX193001369,15,9,"2. ^raíP, 2.",Trash,0.1353,,,,,,
CTX193001369,15,10,,Empty,0.0,,,,,,
CTX193001369,15,11,"1. 6ra22,1.",Trash,0.2291,,,,,,
CTX193001369,15,12,,Empty,0.0,,,,,,
CTX193001369,15,13,"4. Grall,2",Trash,0.55,,,,,,
CTX193001369,15,14,,Empty,0.0,,,,,,
CTX193001369,15,15,GxMMM.MM.a,Trash,0.0,,,,,,
CTX193001369,15,16,VX5P3SosAX,Non-text,0.0,,,,,,
CTX193001369,15,17,AAMMNAbSSOAO,Trash,0.1465,,,,,,
CTX193001369,15,18,FAXAPOOXAXXXX,Non-text,0.0,,,,,,
CTX193001369,15,19,0YM2aAS2AMOSA2CXs,Non-text,0.0,,,,,,
CTX193001369,15,20,,Empty,0.0,,,,,,
CTX193001369,15,21,5. 6ral K.,Trash,0.55,,,,,,
CTX193001369,15,22,"3. Gra], E>Z.",Trash,0.4211,,,,,,
CTX193001369,15,23,,Empty,0.0,,,,,,
CTX193001369,15,24,NeratovicelokrBrandůs n/L.).,Trash,0.4498,,,,,,
CTX193001369,15,25,Otnamentyzvoncovvekpohdr*:obrdArobrpdrd.Nrobl.zi,Trash,0.2778,,,,,,
CTX193001369,15,26,"obr.3.Hrob .4, obr. 4. Hrob .2, obr, 5- Hrob Z. —",Trash,0.6735,,,hrob,,,
CTX193001369,16,1,NeToiboysti.,Trash,0.2408,,,,,,
CTX193001369,16,2,PB.ýfe7ni/c,Trash,0.134,,,,,,
CTX193001369,16,3,6R.,Non-text,0.0,,,,,,
CTX193001369,16,4,,Empty,0.0,,,,,,
CTX193001369,16,5,zCí-iBCO/se,Trash,0.2212,,,,,,
CTX193001369,16,6,,Empty,0.0,,,,,,
CTX193001369,16,7,VI .,Trash,0.461,,,,,,
CTX193001369,16,8,VI .,Trash,0.461,,,,,,
CTX193001369,16,9,,Empty,0.0,,,,,,
CTX193001369,16,10,Gro # Skelekyrol .,Trash,0.6436,,,,,,
CTX193001369,16,11,,Empty,0.0,,,,,,
CTX193001369,16,12,2. 3. 4,Non-text,0.0,,,,,,
CTX193001369,16,13,,Empty,0.0,,,,,,
CTX193001369,16,14,I.,Non-text,0.0,,,,,,
CTX193001369,16,15,,Empty,0.0,,,,,,
CTX193001369,16,16,Neraovice ( Brandýs,Trash,0.7394,,,,,,
CTX193001369,16,17,,Empty,0.0,,,,,,
CTX193001369,16,18,"~/*). Hrob VI., kosrov.",Trash,0.5109,,,hrob,,,
CTX193001369,17,1,Nercth ndlz,Trash,0.5499,,,,,,
CTX193001369,17,2,78.,Non-text,0.0,,,,,,
CTX193001369,17,3,6 • / * -,Non-text,0.0,,,,,,
CTX193001369,17,4,,Empty,0.0,,,,,,
CTX193001369,17,5,2.62. 1369/30,Non-text,0.0,,,,,,
CTX193001369,17,6,2.62. 1369/30,Non-text,0.0,,,,,,
CTX193001369,17,7,2.62. 1369/30,Non-text,0.0,,,,,,
CTX193001369,17,8,,Empty,0.0,,,,,,
CTX193001369,17,9,Nerarovice,Clear,0.8785,,,,,,
CTX193001369,17,10,,Empty,0.0,,,,,,
CTX193001369,17,11,"(okr. Brandys’/L.) HrobVIl., žárový. -",Trash,0.55,,,,,,
CTX193001369,18,1,Neralowklz,Clear,0.8,,,,,,
CTX193001369,18,2,?B.M/Uík,Trash,0.5165,,,,,,
CTX193001369,18,3,"6B , * -",Non-text,0.0,,,,,,
CTX193001369,18,4,,Empty,0.0,,,,,,
CTX193001369,18,5,z -62-369/3,Non-text,0.0,,,,,,
CTX193001369,18,6,vili.,Non-text,0.0,,,,,,
CTX193001369,18,7,,Empty,0.0,,,,,,
CTX193001369,18,8,"Neratovice(Brandys""/e)Z0robVl/kosrovr",Trash,0.364,,,,,,
CTX193001369,19,1,IVercJoiym. zíí. 1369/50,Non-text,0.0,,,,,,
CTX193001369,19,2,Pg Útulni í -,Trash,0.55,,,,,,
CTX193001369,19,3,tí/,Non-text,0.0,,,,,,
CTX193001369,19,4,,Empty,0.0,,,,,,
CTX193001369,19,5,6Pad #7 -,Trash,0.2924,,,,,,
CTX193001369,19,6,,Empty,0.0,,,,,,
CTX193001369,19,7,"Neratovice.(Brandys""/).. }robIX.,kosrovy,",Trash,0.4971,,,,,,
CTX193001369,20,1,z-62. 1369/30,Non-text,0.0,,,,,,
CTX193001369,20,2,P yMehnk,Trash,0.2596,,,,,,
CTX193001369,20,3,,Empty,0.0,,,,,,
CTX193001369,20,4,Ara,Non-text,0.0,,,,,,
CTX193001369,20,5,,Empty,0.0,,,,,,
CTX193001369,20,6,"Neraovice.(Branols ""/e]. Huob XI,kostrovy.",Trash,0.5499,,,,,,
CTX193001369,21,1,Neŕa^wt4,Non-text,0.0,,,,,,
CTX193001369,21,2,PB.jitlník,Trash,0.2315,,,,,,
CTX193001369,21,3,"6B,/ ~. —",Non-text,0.0,,,,,,
CTX193001369,21,4,,Empty,0.0,,,,,,
CTX193001369,21,5,Z. 62. 1369/30,Non-text,0.0,,,,,,
CTX193001369,21,6,,Empty,0.0,,,,,,
CTX193001369,21,7,Gpe3H—Sketeltored.,Trash,0.5499,,,,,,
CTX193001369,21,8,— V,Non-text,0.0,,,,,,
CTX193001369,21,9,,Empty,0.0,,,,,,
CTX193001369,21,10,"Neratovice.CBrandys""e.)..Frob XII., kostrov",Trash,0.5499,,,,,,
CTX193001369,22,1,7.62-1369/3 A íl,Noisy,0.6079,,,,,,
CTX193001369,22,2,,Empty,0.0,,,,,,
CTX193001369,22,3,"N eolovice -í Brand (s""/e). Hrob XIII. _",Trash,0.5499,,,hrob,,,
CTX193001369,23,1,Neríxto^ťtt.,Trash,0.0628,,,,,,
CTX193001369,23,2,PB.Půlník,Trash,0.2669,,,,,,
CTX193001369,23,3,,Empty,0.0,,,,,,
CTX193001369,23,4,z -62- 1369/10,Non-text,0.0,,,,,,
CTX193001369,23,5,z -62- 1369/10,Non-text,0.0,,,,,,
CTX193001369,23,6,z -62- 1369/10,Non-text,0.0,,,,,,
CTX193001369,23,7,,Empty,0.0,,,,,,
CTX193001369,23,8,X1)),Non-text,0.0,,,,,,
CTX193001369,23,9,X1)),Non-text,0.0,,,,,,
